Controller,waste,duration_d,box,replicates,run,cocopeat_perc,feedstock_g,frass_g,frassMC_perc,larvae_g,larvaeMC_perc,larval_mass_mg,larval_mass_mgDM,number_larvae,pH_gremoved,pH_value,wasteMC_perc,<NA>
Adrian's Farm-House 1,chicken_feed,0,NA,1,7,0,6000,NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,2,1,1,7,NA,NA,NA,0.66,NA,NA,19.8,4.7,NA,11.26,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,2,2,1,7,NA,NA,NA,0.65,NA,NA,22.9,5.4,NA,11.992,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,2,3,1,7,NA,NA,NA,0.64,NA,NA,23.2,5.5,NA,9.27,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,4,1,1,7,NA,NA,NA,0.57,NA,NA,106.1,26.5,NA,10.826,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,4,2,1,7,NA,NA,NA,0.57,NA,NA,110.5,28.5,NA,8.517,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,4,3,1,7,NA,NA,NA,0.57,NA,NA,108.7,26.8,NA,8.56,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,5,1,1,7,NA,NA,NA,0.45,NA,NA,165.2,46.5,NA,NA,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,5,2,1,7,NA,NA,NA,0.49,NA,NA,159,44.4,NA,NA,NA,NA,NA
Adrian's Farm-House 1,chicken_feed,5,3,1,7,NA,NA,NA,0.43,NA,NA,147.8,48.6,NA,NA,NA,NA,NA
