run,Controller,duration_h,CO2_total_gh,heat_total_kW
CF,Chamber 4,4.033333333333333,1.274965302982577,0.00360771166661736
CF,Chamber 4,4.066666666666666,1.5669742572946153,0.00443399620060728
CF,Chamber 4,4.1,1.4736713702241138,0.00416998124002295
CF,Chamber 4,4.133333333333334,1.3463178738445292,0.0038096148099732
CF,Chamber 4,4.166666666666667,1.2201339882296198,0.00345255797461692
CF,Chamber 4,4.2,1.1809301402810757,0.00334162461879195
CF,Chamber 4,4.233333333333333,1.1481526688374124,0.0032488756899757
CF,Chamber 4,4.266666666666667,1.1327376495877977,0.0032052565070396
CF,Chamber 4,4.3,1.0549687008798767,0.00298519722942806
CF,Chamber 4,4.333333333333333,1.1144969543697998,0.00315364163658687
CF,Chamber 4,4.366666666666666,1.2914975345398594,0.00365449217470248
CF,Chamber 4,4.4,1.1437461235035749,0.00323640668789919
CF,Chamber 4,4.433333333333334,1.3455449214778263,0.00380742762161241
CF,Chamber 4,4.466666666666667,1.3148243872253276,0.00372049911495565
CF,Chamber 4,4.5,1.316979486836118,0.00372659730287526
CF,Chamber 4,4.533333333333333,1.338232196028387,0.0037867351330741
CF,Chamber 4,4.566666666666666,1.2836827691222903,0.00363237908636754
CF,Chamber 4,4.6,1.2861163898777237,0.00363926539297601
CF,Chamber 4,4.633333333333334,1.2854791830673888,0.00363746231767795
CF,Chamber 4,4.666666666666667,1.5770481351206045,0.00446250179717205
CF,Chamber 4,4.7,1.5086790597230024,0.00426904091602434
CF,Chamber 4,4.733333333333333,1.5307714727173531,0.0043315548181023
CF,Chamber 4,4.766666666666667,1.288867744135776,0.00364705077570961
CF,Chamber 4,4.8,1.3185813733124057,0.00373113008860329
CF,Chamber 4,4.833333333333333,1.1927142829906308,0.00337496967456318
CF,Chamber 4,4.866666666666666,1.218349714641721,0.00344750909632631
CF,Chamber 4,4.9,1.3023369572439225,0.00368516399899242
CF,Chamber 4,4.933333333333334,1.2895498702343382,0.00364898095708641
CF,Chamber 4,4.966666666666667,1.456953265475892,0.00412267477497422
CF,Chamber 4,5,1.4894308979833242,0.0042145752631107
CF,Chamber 4,5.033333333333333,1.4626248761860734,0.00413872347534259
CF,Chamber 4,5.066666666666666,1.3916287287475304,0.00393782888723126
CF,Chamber 4,5.1,1.2947818257353616,0.0036637855849897
CF,Chamber 4,5.133333333333334,1.3031477706497014,0.00368745832102349
CF,Chamber 4,5.166666666666667,1.4458667626071615,0.00409130379911477
CF,Chamber 4,5.2,1.5822895020903631,0.00447733305628286
CF,Chamber 4,5.233333333333333,1.5508926693456149,0.00438849085836337
CF,Chamber 4,5.266666666666667,1.513739495708529,0.00428336020291038
CF,Chamber 4,5.3,1.4576848185665097,0.00412474481767546
CF,Chamber 4,5.333333333333333,1.4269881163870315,0.00403788374755809
CF,Chamber 4,5.366666666666666,1.40286299005481,0.00396961796846296
CF,Chamber 4,5.4,1.3866616929669335,0.00392377389068175
CF,Chamber 4,5.433333333333334,1.3177655824369794,0.00372882168205144
CF,Chamber 4,5.466666666666667,1.424860944121505,0.00403186458438456
CF,Chamber 4,5.5,1.4316962212211646,0.0040512060589167
CF,Chamber 4,5.533333333333333,1.585742201773744,0.00448710300445315
CF,Chamber 4,5.566666666666666,1.745364347742737,0.00493877857312602
CF,Chamber 4,5.6,1.868963379065353,0.00528852116317304
CF,Chamber 4,5.633333333333334,1.902769291302448,0.00538418022439855
CF,Chamber 4,5.666666666666667,1.8960001168985725,0.00536502579767564
CF,Chamber 4,5.7,1.74136655770727,0.00492746620743426
CF,Chamber 4,5.733333333333333,1.690373652334985,0.00478317388889356
CF,Chamber 4,5.766666666666667,1.7549018050266854,0.00496576628473878
CF,Chamber 4,5.8,1.6726464717393448,0.00473301208754766
CF,Chamber 4,5.833333333333333,1.7351352459224425,0.00490983374624347
CF,Chamber 4,5.866666666666666,1.768841641404025,0.00500521120940584
CF,Chamber 4,5.9,1.6986499656613516,0.00480659299847581
CF,Chamber 4,5.933333333333334,1.4636939470233,0.00414174857674957
CF,Chamber 4,5.966666666666667,1.4803069490416725,0.00418875763735617
CF,Chamber 4,6,1.3918695922583115,0.0039385104478163804
CF,Chamber 4,6.033333333333333,1.4169174871405172,0.00400938734335177
CF,Chamber 4,6.066666666666666,1.294202404318405,0.00366214602240635
CF,Chamber 4,6.1,1.3490599596335136,0.00381737396613897
CF,Chamber 4,6.133333333333334,1.3556674570846083,0.00383607090289928
CF,Chamber 4,6.166666666666667,1.386692722155684,0.00392386169257409
CF,Chamber 4,6.2,1.4268411691894882,0.00403746793771785
CF,Chamber 4,6.233333333333333,1.3534878589868455,0.00382990339271886
CF,Chamber 4,6.266666666666667,1.217170579785097,0.00344417255174051
CF,Chamber 4,6.3,1.3064946083820217,0.00369692871641771
CF,Chamber 4,6.333333333333333,1.30094248960613,0.00368121813697263
CF,Chamber 4,6.366666666666666,1.3223028961897254,0.00374166071360986
CF,Chamber 4,6.4,1.319165328133581,0.00373278247915557
CF,Chamber 4,6.433333333333334,1.358556633983861,0.00384424627612863
CF,Chamber 4,6.466666666666667,1.3915885069360432,0.00393771507339004
CF,Chamber 4,6.5,1.5622149334618367,0.00442052895716422
CF,Chamber 4,6.533333333333333,1.2865190583807833,0.0036404048058313
CF,Chamber 4,6.566666666666666,1.2953358765553298,0.00366535335754196
CF,Chamber 4,6.6,1.304203220377444,0.00369044487939288
CF,Chamber 4,6.633333333333334,1.308517897589988,0.00370265392640064
CF,Chamber 4,6.666666666666667,1.316829469865782,0.00372617280663775
CF,Chamber 4,6.7,1.2837039095251943,0.00363243890640971
CF,Chamber 4,6.733333333333333,1.2924112553703553,0.00365707768922002
CF,Chamber 4,6.766666666666667,1.291197798312814,0.00365364402465425
CF,Chamber 4,6.8,1.2910529445517098,0.00365323413851644
CF,Chamber 4,6.833333333333333,1.29958138836967,0.00367736669034994
CF,Chamber 4,6.866666666666666,1.302546424300378,0.00368575671845041
CF,Chamber 4,6.9,1.2854227535923983,0.00363730264174419
CF,Chamber 4,6.933333333333334,1.24608564847726,0.00352599221414052
CF,Chamber 4,6.966666666666667,1.177409113758752,0.00333166132925509
CF,Chamber 4,7,1.1567501841299748,0.00327320369023762
CF,Chamber 4,7.033333333333333,1.1893701053761416,0.0033655068063841
CF,Chamber 4,7.066666666666666,1.2404899980499688,0.00351015845514988
CF,Chamber 4,7.1,1.2416642967595466,0.00351348131510907
CF,Chamber 4,7.133333333333334,1.2302317904936646,0.00348113126908224
CF,Chamber 4,7.166666666666667,1.202887041367512,0.00340375506895164
CF,Chamber 4,7.2,1.2186620078887038,0.00344839277840606
CF,Chamber 4,7.233333333333333,1.2176527514586255,0.00344553693112231
CF,Chamber 4,7.266666666666667,1.20639151734733,0.00341367152616675
CF,Chamber 4,7.3,1.1992726340844733,0.00339352754409867
CF,Chamber 4,7.333333333333333,1.1945292776265557,0.00338010548281424
CF,Chamber 4,7.366666666666666,1.1824982051397848,0.00334606170101806
CF,Chamber 4,7.4,1.158157234005295,0.00327718515564599
CF,Chamber 4,7.433333333333334,1.1815184417264433,0.00334328930879016
CF,Chamber 4,7.466666666666667,1.157265064018179,0.00327466062257549
CF,Chamber 4,7.5,1.163799284592584,0.00329315021107126
CF,Chamber 4,7.533333333333333,1.152348915460021,0.0032607496192983
CF,Chamber 4,7.566666666666666,1.1204810002004042,0.00317057442048784
CF,Chamber 4,7.6,1.118843099052753,0.00316593972567275
CF,Chamber 4,7.633333333333334,1.1262648487445608,0.00318694071517985
CF,Chamber 4,7.666666666666667,1.1231895868488817,0.00317823878565048
CF,Chamber 4,7.7,1.094540006770888,0.00309717036437715
CF,Chamber 4,7.733333333333333,1.0805064774009834,0.00305746032088563
CF,Chamber 4,7.766666666666667,1.1315022011747544,0.00320176061452958
CF,Chamber 4,7.8,1.215013582979952,0.00343806899541582
CF,Chamber 4,7.833333333333333,1.2025256737365386,0.00340273252330656
CF,Chamber 4,7.866666666666666,1.25067656751933,0.00353898293016222
CF,Chamber 4,7.9,1.242994859880097,0.00351724634940604
CF,Chamber 4,7.933333333333334,1.2175933993320949,0.00344536898509364
CF,Chamber 4,7.966666666666667,1.2110245988082406,0.00342678154727855
CF,Chamber 4,8,1.165417780275576,0.00329772999512047
CF,Chamber 4,8.033333333333333,1.2721342371078692,0.00359970072752651
CF,Chamber 4,8.066666666666666,1.0434244289918368,0.00295253092527401
CF,Chamber 4,8.1,1.2197877852500043,0.00345157833970006
CF,Chamber 4,8.133333333333333,1.2548730369449437,0.00355085748994041
CF,Chamber 4,8.166666666666666,1.2303157914253675,0.00348136896272033
CF,Chamber 4,8.2,1.2263549505500289,0.00347016115039623
CF,Chamber 4,8.233333333333333,1.3547092408625645,0.00383335948178427
CF,Chamber 4,8.266666666666667,1.2665481586898386,0.00358389405401765
CF,Chamber 4,8.3,1.4833581784965209,0.00419739156337442
CF,Chamber 4,8.333333333333334,1.3002753169561871,0.00367933026869322
CF,Chamber 4,8.366666666666667,1.5940939850634115,0.00451073566797796
CF,Chamber 4,8.4,1.011148519314743,0.00286120124310906
CF,Chamber 4,8.433333333333334,0.9858484102797428,0.0027896106685901
CF,Chamber 4,8.466666666666667,1.0841782894657097,0.00306785028145362
CF,Chamber 4,8.5,1.178626605306108,0.00333510641003426
CF,Chamber 4,8.533333333333333,1.318187463103214,0.00373001545869613
CF,Chamber 4,8.566666666666666,1.2027494669330934,0.00340336578079539
CF,Chamber 4,8.6,1.0189465639587525,0.00288326701742714
CF,Chamber 4,8.633333333333333,1.245114745517041,0.00352324489393616
CF,Chamber 4,8.666666666666666,1.6107421272281308,0.00455784416306771
CF,Chamber 4,8.7,1.5145218417775088,0.00428557397220574
CF,Chamber 4,8.733333333333333,1.4238440544839142,0.00402898713775867
CF,Chamber 4,8.766666666666667,1.2930874561856869,0.00365899110409079
CF,Chamber 4,8.8,1.2875516453742788,0.0036433266705554
CF,Chamber 4,8.833333333333334,1.3220491297311798,0.00374094264213689
CF,Chamber 4,8.866666666666667,1.3037109415355272,0.00368905190021371
CF,Chamber 4,8.9,1.2895889995809602,0.0036490916796292
CF,Chamber 4,8.933333333333334,1.3034912264215688,0.0036884301822908
CF,Chamber 4,8.966666666666667,1.3242243913737486,0.00374709788164614
CF,Chamber 4,9,1.3142950642110918,0.00371900131355713
CF,Chamber 4,9.033333333333331,1.3098942442052262,0.0037065485121823
CF,Chamber 4,9.066666666666666,1.3103246001720243,0.00370776627100176
CF,Chamber 4,9.1,1.3266422203997743,0.00375393950311198
CF,Chamber 4,9.133333333333333,1.2982163352164675,0.00367350406116714
CF,Chamber 4,9.166666666666666,1.3426607810992546,0.00379926649999789
CF,Chamber 4,9.2,1.3113873388588673,0.00371077345460913
CF,Chamber 4,9.233333333333333,1.0244616360283598,0.00289887276748262
CF,Chamber 4,9.266666666666667,1.0708889619765796,0.00303024607237289
CF,Chamber 4,9.3,1.2652483088983155,0.00358021592783903
CF,Chamber 4,9.333333333333334,1.2711016661465728,0.003596778908168
CF,Chamber 4,9.366666666666667,1.5303331554051651,0.00433031453142378
CF,Chamber 4,9.4,1.5423913350439753,0.00436443501710236
CF,Chamber 4,9.433333333333334,1.523638085810899,0.00431136979572976
CF,Chamber 4,9.466666666666669,1.4484810378724726,0.00409870129562103
CF,Chamber 4,9.5,1.3661060224003556,0.00386560843916342
CF,Chamber 4,9.533333333333331,1.29799183921713,0.00367286881498905
CF,Chamber 4,9.566666666666666,1.4979198285961624,0.00423859600621438
CF,Chamber 4,9.6,1.5345204838754605,0.0043421632254540404
CF,Chamber 4,9.633333333333333,1.3928026950626091,0.00394115080662877
CF,Chamber 4,9.666666666666666,1.3734767146770186,0.00388646495381159
CF,Chamber 4,9.7,1.5809230174063218,0.00447346637636197
CF,Chamber 4,9.733333333333333,1.5223691633873488,0.00430777918332583
CF,Chamber 4,9.766666666666667,1.4443392812288631,0.00408698155412807
CF,Chamber 4,9.8,1.30197902221622,0.00368415116642959
CF,Chamber 4,9.833333333333334,1.3112788956796877,0.00371046659784857
CF,Chamber 4,9.866666666666667,1.3278511884514932,0.00375736046534095
CF,Chamber 4,9.9,1.3645244550096638,0.00386113314943311
CF,Chamber 4,9.933333333333334,1.482491784920361,0.00419493996864844
CF,Chamber 4,9.966666666666669,1.4829478579008195,0.00419623049773859
CF,Chamber 4,10,1.286894818969014,0.00364146807857672
CF,Chamber 4,10.033333333333331,1.2983033119679768,0.00367375017534798
CF,Chamber 4,10.066666666666666,1.294968079993662,0.00366431262024239
CF,Chamber 4,10.1,1.2834682507215744,0.0036317720733491
CF,Chamber 4,10.133333333333333,1.3220682826765084,0.00374099683836023
CF,Chamber 4,10.166666666666666,1.2800888828284738,0.00362220962882986
CF,Chamber 4,10.2,1.308450850255818,0.00370246420559088
CF,Chamber 4,10.233333333333333,1.2988263282129393,0.00367523013076666
CF,Chamber 4,10.266666666666667,1.2595200339420911,0.00356400688721587
CF,Chamber 4,10.3,1.2779986458721675,0.00361629497983069
CF,Chamber 4,10.333333333333334,1.3002763926753496,0.0036793333126071
CF,Chamber 4,10.366666666666667,1.2799445906482725,0.00362180133177213
CF,Chamber 4,10.4,1.302514249860527,0.00368566567589283
CF,Chamber 4,10.433333333333334,1.263772916339304,0.00357604107622893
CF,Chamber 4,10.466666666666669,1.2041355065012684,0.00340728779428768
CF,Chamber 4,10.5,1.2915448816655912,0.00365462615072323
CF,Chamber 4,10.533333333333331,1.3147539446804806,0.00372029978687176
CF,Chamber 4,10.566666666666666,1.3756248928794794,0.00389254355653503
CF,Chamber 4,10.6,1.5786372986745287,0.00446699858142198
CF,Chamber 4,10.633333333333333,1.5534667447112034,0.00439577460303113
CF,Chamber 4,10.666666666666666,1.4253576793502898,0.00403327017360014
CF,Chamber 4,10.7,1.3233612226858555,0.00374465541224067
CF,Chamber 4,10.733333333333333,1.5174883086098945,0.00429396804926399
CF,Chamber 4,10.766666666666667,1.646502187064647,0.00465903278739288
CF,Chamber 4,10.8,1.4608585718459075,0.00413372544381977
CF,Chamber 4,10.833333333333334,1.4381825660257,0.00406956017551131
CF,Chamber 4,10.866666666666667,1.440924541689549,0.00407731902006097
CF,Chamber 4,10.9,1.4625880740481956,0.00413861933799715
CF,Chamber 4,10.933333333333334,1.4919996242751732,0.00422184387174638
CF,Chamber 4,10.966666666666669,1.5086458548185306,0.00426894695760761
CF,Chamber 4,11,1.530801506056822,0.00433163980208495
CF,Chamber 4,11.033333333333331,1.3833472080014415,0.0039143950424489
CF,Chamber 4,11.066666666666666,1.531103597482192,0.00433249461653138
CF,Chamber 4,11.1,1.291941914816729,0.00365574961747801
CF,Chamber 4,11.133333333333333,1.296174413003549,0.00366772612621264
CF,Chamber 4,11.166666666666666,1.312714662941642,0.00371452932354737
CF,Chamber 4,11.2,1.28816172395436,0.00364505298232699
CF,Chamber 4,11.233333333333333,1.2818537068157068,0.00362720347146493
CF,Chamber 4,11.266666666666667,1.2737805256990258,0.00360435915591122
CF,Chamber 4,11.4,1.3812380010018404,0.003908426714776
CF,Chamber 4,11.433333333333334,1.3111206347597797,0.00371001877407973
CF,Chamber 4,11.466666666666669,1.2192164788152848,0.00344996173971501
CF,Chamber 4,11.5,1.1747170591109708,0.00332404374394728
CF,Chamber 4,11.533333333333331,1.1634808794511575,0.00329224923444017
CF,Chamber 4,11.566666666666666,1.1987659494927,0.00339209380162054
CF,Chamber 4,11.6,1.187503219892599,0.00336022416494793
CF,Chamber 4,11.633333333333333,1.2118420015654945,0.00342909451489953
CF,Chamber 4,11.666666666666666,1.1616449164041285,0.00328705409282435
CF,Chamber 4,11.7,1.038313530838284,0.0029380688478729
CF,Chamber 4,11.733333333333333,0.8565083526645706,0.00242362295604009
CF,Chamber 4,11.766666666666667,0.9338167759443452,0.0026423791056716
CF,Chamber 4,11.8,0.9740544799963574,0.00275623791736377
CF,Chamber 4,11.833333333333334,1.09439625228311,0.00309676358880336
CF,Chamber 4,11.866666666666667,1.0016396289054903,0.00283429436588989
CF,Chamber 4,11.9,1.1733408505127818,0.00332014954870623
CF,Chamber 4,11.933333333333334,1.2641038875677195,0.00357697761054816
CF,Chamber 4,11.966666666666669,1.1183718952413515,0.00316460638155447
CF,Chamber 4,12,0.9443493683638906,0.00267218270617965
CF,Chamber 4,12.033333333333331,0.9391888255480958,0.00265758015152262
CF,Chamber 4,12.066666666666666,1.1886248659507486,0.00336339803608021
CF,Chamber 4,12.1,1.1728776914888208,0.00331883896855919
CF,Chamber 4,12.133333333333333,1.1501428613170572,0.00325450724764305
CF,Chamber 4,12.166666666666666,1.1348927746096893,0.00321135476686386
CF,Chamber 4,12.2,1.1538127527026816,0.00326489177335224
CF,Chamber 4,12.233333333333333,1.1569310105946655,0.00327371536670816
CF,Chamber 4,12.266666666666667,1.1377772611187456,0.00321951686790816
CF,Chamber 4,12.3,1.1325151554309594,0.00320462692538471
CF,Chamber 4,12.333333333333334,1.1265923550920542,0.00318786744508221
CF,Chamber 4,12.366666666666667,1.1319697146037682,0.00320308351613969
CF,Chamber 4,12.4,1.1445335296835148,0.00323863477556172
CF,Chamber 4,12.433333333333334,1.209205713885265,0.00342163473085813
CF,Chamber 4,12.466666666666669,1.24129685825378,0.00351244159098409
CF,Chamber 4,12.5,1.262005816370778,0.00357104079335251
CF,Chamber 4,12.533333333333331,1.2437516970971785,0.0035193879374566402
CF,Chamber 4,12.566666666666666,1.1643539691678508,0.00329471977693223
CF,Chamber 4,12.6,1.0682436007012313,0.00302276061318967
CF,Chamber 4,12.633333333333333,0.947224554619979,0.00268031849071867
CF,Chamber 4,12.666666666666666,1.0486569947088775,0.00296733727987797
CF,Chamber 4,12.7,1.1561645878699431,0.00327154665498003
CF,Chamber 4,12.733333333333333,1.5952120031103088,0.00451389927309085
CF,Chamber 4,12.766666666666667,1.6511592179552,0.0046722105771228
CF,Chamber 4,12.8,1.6351499848914386,0.00462690997422591
CF,Chamber 4,12.833333333333334,1.675186029200754,0.0047401981584628
CF,Chamber 4,12.866666666666667,1.6534423112943797,0.00467867094310803
CF,Chamber 4,12.9,1.636186901582926,0.00462984409050064
CF,Chamber 4,12.933333333333334,1.664249269572449,0.0047092509042797
CF,Chamber 4,12.966666666666669,1.6652441599420438,0.00471206610057171
CF,Chamber 4,13,1.477017733129609,0.00417945029182119
CF,Chamber 4,13.033333333333331,1.3899671684045896,0.00393312724506109
CF,Chamber 4,13.066666666666666,1.270019900086386,0.00359371788366266
CF,Chamber 4,13.1,1.278990963710152,0.00361910289674632
CF,Chamber 4,13.133333333333333,1.2648587181797304,0.00357911352059912
CF,Chamber 4,13.166666666666666,1.2322446263588176,0.00348682689971368
CF,Chamber 4,13.2,1.33918701907469,0.00378943695267314
CF,Chamber 4,13.233333333333333,1.2785016082773626,0.00361771818980578
CF,Chamber 4,13.266666666666667,1.3563119866379592,0.00383789469903214
CF,Chamber 4,13.3,1.4342163443323002,0.00405833713732965
CF,Chamber 4,13.333333333333334,1.3252046707334932,0.00374987173382425
CF,Chamber 4,13.366666666666667,1.6059943278538538,0.00454440952986376
CF,Chamber 4,13.4,1.8768687290187616,0.005310890574473
CF,Chamber 4,13.433333333333334,1.8156089435733953,0.00513754652963609
CF,Chamber 4,13.466666666666669,1.756599952212636,0.00497057145504424
CF,Chamber 4,13.5,1.7370852652214563,0.00491535162767814
CF,Chamber 4,13.533333333333331,1.807199850129476,0.00511375169815924
